Transaction_ID,Date,Country,Product_Category,Unit_Price,Quantity_Ordered,Discount_Percent,Marketing_Spend,Customer_Rating,Store_Size_SqFt,Is_Holiday_Season,Sales_Amount
TXN-101070,2024-02-14 14:00:00,USA,Health & Beauty,298.17,5,0.1,1104.41,4.7,25000,0,2480.88
TXN-101071,2024-02-14 15:00:00,USA,Apparel,73.87,11,0.3,593.08,4.2,15000,1,1659.49
TXN-101072,2024-02-14 16:00:00,USA,Automotive,499.33,2,0.06,248.53,4.8,10000,1,1691.55
TXN-101073,2024-02-14 17:00:00,USA,Health & Beauty,615.94,11,0.18,1332.83,4.1,2500,0,6416.73
TXN-101074,2024-02-14 18:00:00,Australia,Health & Beauty,93.69,1,0.25,1125.02,4.6,10000,0,995.09
TXN-101075,2024-02-14 19:00:00,UK,Automotive,544.2,13,0.18,679.08,3.9,15000,0,6558.37
TXN-101076,2024-02-14 20:00:00,UK,Electronics,254.12,14,0.11,276.02,3.7,10000,0,3592.11
TXN-101077,2024-02-14 21:00:00,Germany,Health & Beauty,653.14,5,0.02,834.86,3.8,5000,0,3891.84
TXN-101078,2024-02-14 22:00:00,USA,Home & Kitchen,465.58,2,0.11,239.98,3.3,10000,0,1187.61
TXN-101079,2024-02-14 23:00:00,Japan,Books,122.75,14,0.05,195.81,4.1,2500,0,2029.46
TXN-101080,2024-02-15 00:00:00,France,Books,454.64,13,0.29,411.82,4.7,15000,0,4824.83
TXN-101081,2024-02-15 01:00:00,USA,Health & Beauty,345.44,7,0.21,,4.5,15000,0,3659.53
TXN-101082,2024-02-15 02:00:00,UK,Electronics,165.6,8,0.22,865.64,3.7,2500,0,1751.57
TXN-101083,2024-02-15 03:00:00,Canada,Electronics,717.67,2,0.13,704.28,4.9,15000,1,2343.69
TXN-101084,2024-02-15 04:00:00,Japan,Apparel,24.21,7,0.03,350.75,5.0,10000,0,594.89
TXN-101085,2024-02-15 05:00:00,UK,Home & Kitchen,275.63,4,0.08,236.95,3.7,15000,0,1586.42
TXN-101086,2024-02-15 06:00:00,Germany,Electronics,25.52,1,0.08,1018.63,4.7,10000,0,942.27
TXN-101087,2024-02-15 07:00:00,USA,Automotive,95.17,11,0.15,469.36,2.5,15000,0,1564.64
TXN-101088,2024-02-15 08:00:00,Australia,Home & Kitchen,263.08,3,0.14,889.01,2.7,10000,0,1338.4
TXN-101089,2024-02-15 09:00:00,USA,Books,60.32,11,0.13,384.47,2.6,10000,0,1016.71
TXN-101090,2024-02-15 10:00:00,Japan,Home & Kitchen,513.19,12,0.15,751.13,4.4,2500,0,5833.6
TXN-101091,2024-02-15 11:00:00,Germany,Automotive,87.53,1,0.3,1061.5,2.7,2500,1,1043.53
TXN-101092,2024-02-15 12:00:00,Germany,Health & Beauty,600.93,5,0.09,298.29,2.5,25000,1,3625.75
TXN-101093,2024-02-15 13:00:00,UK,Automotive,58.96,13,0.18,56.83,2.9,2500,0,733.94
TXN-101094,2024-02-15 14:00:00,USA,Automotive,64.52,8,0.07,197.14,3.3,10000,1,1276.91
TXN-101095,2024-02-15 15:00:00,USA,Health & Beauty,269.95,1,0.14,1282.05,3.7,10000,1,1522.99
TXN-101096,2024-02-15 16:00:00,USA,Health & Beauty,763.64,14,0.06,631.64,2.7,15000,1,10929.85
TXN-101097,2024-02-15 17:00:00,USA,Health & Beauty,550.56,9,0.17,718.22,3.7,15000,0,4871.38
TXN-101098,2024-02-15 18:00:00,France,Health & Beauty,658.06,3,0.08,246.74,3.1,25000,0,2735.41
TXN-101099,2024-02-15 19:00:00,UK,Health & Beauty,133.2,5,0.01,654.11,3.2,10000,0,1368.1
TXN-101100,2024-02-15 20:00:00,USA,Automotive,711.49,9,0.24,569.63,4.6,25000,0,5825.98
TXN-101101,2024-02-15 21:00:00,Australia,Apparel,21.8,5,0.04,148.23,5.0,10000,0,687.75
TXN-101102,2024-02-15 22:00:00,Japan,Apparel,192.9,9,0.11,1781.92,3.7,2500,0,2524.89
TXN-101103,2024-02-15 23:00:00,Japan,Electronics,529.44,10,0.14,268.5,3.3,15000,0,5135.13
TXN-101104,2024-02-16 00:00:00,Australia,Apparel,328.33,8,0.13,249.71,4.8,25000,1,3338.75
TXN-101105,2024-02-16 01:00:00,USA,Books,836.8,7,0.22,280.35,3.8,5000,0,5022.7
TXN-101106,2024-02-16 02:00:00,UK,Apparel,40.33,11,0.18,,4.3,10000,0,857.59
TXN-101107,2024-02-16 03:00:00,France,Automotive,848.83,1,0.09,540.37,3.5,2500,0,1240.95
TXN-101108,2024-02-16 04:00:00,Germany,Health & Beauty,535.73,4,0.02,186.31,3.0,5000,0,2459.23
TXN-101109,2024-02-16 05:00:00,USA,Health & Beauty,481.52,9,0.23,863.07,4.1,2500,0,4050.76
TXN-101110,2024-02-16 06:00:00,Canada,Automotive,64.69,10,0.11,300.57,4.2,2500,0,987.3
TXN-101111,2024-02-16 07:00:00,USA,Books,243.23,8,0.27,356.76,3.7,10000,0,1965.55
TXN-101112,2024-02-16 08:00:00,USA,Apparel,787.09,4,0.12,569.83,3.2,2500,1,3505.12
TXN-101113,2024-02-16 09:00:00,UK,Automotive,310.8,12,0.22,767.47,4.6,25000,0,4058.43
TXN-101114,2024-02-16 10:00:00,Germany,Electronics,567.48,1,0.28,181.41,3.2,5000,0,660.29
TXN-101115,2024-02-16 11:00:00,Germany,Health & Beauty,849.58,10,0.2,1745.04,4.1,2500,1,8099.67
TXN-101116,2024-02-16 12:00:00,USA,Home & Kitchen,234.66,4,0.12,536.86,3.5,2500,1,1374.13
TXN-101117,2024-02-16 13:00:00,Canada,Electronics,496.03,3,0.17,52.83,3.7,15000,0,1702.76
TXN-101118,2024-02-16 14:00:00,USA,Books,596.53,6,0.16,318.6,3.0,15000,0,3735.68
TXN-101119,2024-02-16 15:00:00,USA,Electronics,152.46,11,0.18,337.08,4.1,25000,0,2148.14
TXN-101120,2024-02-16 16:00:00,Japan,Automotive,139.14,5,0.04,878.17,3.1,15000,1,1622.03
TXN-101121,2024-02-16 17:00:00,Australia,Apparel,396.02,5,0.21,,3.7,2500,0,1809.53
TXN-101122,2024-02-16 18:00:00,Canada,Health & Beauty,337.15,2,0.04,251.15,3.3,2500,0,1015.85
TXN-101123,2024-02-16 19:00:00,Canada,Books,611.37,12,0.0,86.55,4.9,5000,0,7685.37
TXN-101124,2024-02-16 20:00:00,Germany,Books,73.04,3,0.19,216.72,5.0,15000,0,719.5
TXN-101125,2024-02-16 21:00:00,Germany,Home & Kitchen,826.76,11,0.04,681.09,4.4,10000,0,9531.7
TXN-101126,2024-02-16 22:00:00,USA,Electronics,26.92,6,0.23,553.6,5.0,15000,0,932.67
TXN-101127,2024-02-16 23:00:00,UK,,517.1,2,0.26,92.45,2.8,2500,0,890.38
TXN-101128,2024-02-17 00:00:00,UK,Apparel,484.8,4,0.28,110.91,5.0,5000,0,1753.4
TXN-101129,2024-02-17 01:00:00,USA,Apparel,127.49,2,0.2,286.54,2.8,15000,0,929.54
TXN-101130,2024-02-17 02:00:00,France,Home & Kitchen,141.01,9,0.14,730.82,3.5,5000,0,1653.02
TXN-101131,2024-02-17 03:00:00,UK,Health & Beauty,676.89,3,0.11,944.64,3.1,15000,0,2536.36
TXN-101132,2024-02-17 04:00:00,USA,Apparel,756.11,10,0.15,57.37,4.9,25000,1,7460.86
TXN-101133,2024-02-17 05:00:00,USA,Home & Kitchen,251.32,10,0.06,249.5,4.1,2500,0,2739.79
TXN-101134,2024-02-17 06:00:00,Germany,Electronics,380.7,6,0.1,326.05,4.0,2500,0,2539.11
TXN-101135,2024-02-17 07:00:00,USA,Home & Kitchen,311.42,1,0.22,1260.31,5.0,10000,0,1203.7
TXN-101136,2024-02-17 08:00:00,Canada,Home & Kitchen,75.58,13,0.07,397.98,4.0,2500,1,1608.19
TXN-101137,2024-02-17 09:00:00,UK,Automotive,577.13,11,0.08,207.15,,10000,0,6338.0
TXN-101138,2024-02-17 10:00:00,UK,Apparel,704.04,14,0.22,297.19,2.6,2500,0,7988.35
TXN-101139,2024-02-17 11:00:00,Germany,Health & Beauty,269.57,10,0.05,336.74,4.6,15000,0,3245.34
TXN-101140,2024-02-17 12:00:00,Canada,Health & Beauty,841.8,3,0.07,604.33,4.9,15000,0,3189.23
TXN-101141,2024-02-17 13:00:00,USA,Automotive,78.34,8,0.01,70.98,4.9,25000,0,1416.92
TXN-101142,2024-02-17 14:00:00,Germany,Books,567.6,5,0.22,296.7,3.1,15000,1,3110.1
TXN-101143,2024-02-17 15:00:00,Germany,Health & Beauty,389.27,8,0.19,570.01,3.1,5000,0,2836.11
TXN-101144,2024-02-17 16:00:00,USA,Home & Kitchen,387.91,2,0.21,216.56,3.4,15000,0,1043.71
TXN-101145,2024-02-17 17:00:00,Canada,Automotive,397.13,7,0.06,497.94,3.3,10000,1,3452.76
TXN-101146,2024-02-17 18:00:00,France,Electronics,231.0,9,0.21,271.02,3.3,25000,0,2422.14
TXN-101147,2024-02-17 19:00:00,Germany,Apparel,612.49,7,0.18,760.9,4.0,5000,0,4056.76
TXN-101148,2024-02-17 20:00:00,Canada,Apparel,617.52,3,0.11,81.26,4.5,5000,0,1961.05
TXN-101149,2024-02-17 21:00:00,Canada,Apparel,250.8,7,0.13,1300.29,4.8,2500,0,2312.38
TXN-101150,2024-02-17 22:00:00,France,Home & Kitchen,712.48,8,0.17,144.14,2.7,10000,0,5164.25
TXN-101151,2024-02-17 23:00:00,Canada,Electronics,279.57,14,0.15,136.31,3.2,15000,0,3760.89
TXN-101152,2024-02-18 00:00:00,Germany,,620.45,1,0.19,968.3,3.1,15000,0,1394.98
TXN-101153,2024-02-18 01:00:00,Germany,Automotive,116.03,13,0.05,1067.36,3.4,2500,0,2198.29
TXN-101154,2024-02-18 02:00:00,Germany,Apparel,155.87,13,0.16,98.79,3.6,15000,1,2388.88
TXN-101155,2024-02-18 03:00:00,France,Electronics,278.69,3,0.14,1246.91,3.5,5000,0,1430.39
TXN-101156,2024-02-18 04:00:00,USA,Electronics,510.88,5,0.14,209.62,4.9,15000,0,2750.71
TXN-101157,2024-02-18 05:00:00,Japan,Electronics,554.0,12,0.14,531.98,3.6,15000,0,6349.07
TXN-101158,2024-02-18 06:00:00,Canada,Health & Beauty,345.96,6,0.26,85.53,3.9,5000,0,1853.28
TXN-101159,2024-02-18 07:00:00,USA,Health & Beauty,80.0,3,0.25,,4.4,10000,0,572.19
TXN-101160,2024-02-18 08:00:00,Canada,Apparel,326.98,4,0.19,349.58,4.3,10000,0,1738.71
TXN-101161,2024-02-18 09:00:00,USA,Electronics,590.12,5,0.21,507.93,4.0,5000,1,2989.04
TXN-101162,2024-02-18 10:00:00,USA,Books,575.28,3,0.01,422.51,4.7,5000,1,2352.28
TXN-101163,2024-02-18 11:00:00,France,Electronics,148.76,4,0.22,359.48,4.1,25000,0,1315.31
TXN-101164,2024-02-18 12:00:00,USA,Automotive,21.5,5,0.15,1654.96,4.7,25000,1,1787.77
TXN-101165,2024-02-18 13:00:00,Canada,Automotive,643.74,2,0.1,152.3,3.3,15000,1,2035.47
TXN-101166,2024-02-18 14:00:00,Canada,Apparel,103.82,10,0.04,135.98,2.8,15000,0,1461.96
TXN-101167,2024-02-18 15:00:00,UK,Books,83.76,9,0.02,674.87,4.5,25000,0,1722.15
TXN-101168,2024-02-18 16:00:00,USA,Electronics,17.26,10,0.01,88.74,3.5,15000,1,970.12
TXN-101169,2024-02-18 17:00:00,USA,Books,376.22,8,0.05,379.75,4.1,10000,0,3490.46
TXN-101170,2024-02-18 18:00:00,Germany,Apparel,435.23,12,0.01,380.88,4.3,10000,1,5829.85
TXN-101171,2024-02-18 19:00:00,Australia,Automotive,547.45,6,0.22,235.55,3.3,2500,0,2871.8
TXN-101172,2024-02-18 20:00:00,Germany,Automotive,262.21,10,0.07,1382.81,3.8,25000,0,3904.22
TXN-101173,2024-02-18 21:00:00,USA,Health & Beauty,608.2,11,0.11,216.02,4.7,10000,0,6413.12
TXN-101174,2024-02-18 22:00:00,Germany,Apparel,156.39,3,0.25,220.15,4.7,2500,1,974.46
TXN-101175,2024-02-18 23:00:00,UK,Apparel,709.71,11,0.03,183.48,4.4,5000,0,8034.75
TXN-101176,2024-02-19 00:00:00,France,Electronics,492.49,2,0.25,128.79,4.4,10000,0,1233.59
TXN-101177,2024-02-19 01:00:00,USA,Electronics,502.55,7,0.19,276.29,4.7,2500,0,3151.22
TXN-101178,2024-02-19 02:00:00,France,Health & Beauty,190.16,8,0.1,621.11,4.3,15000,0,2136.76
TXN-101179,2024-02-19 03:00:00,UK,Home & Kitchen,76.88,10,0.04,727.71,3.3,2500,0,1164.83
TXN-101180,2024-02-19 04:00:00,Australia,Books,403.05,1,0.03,889.44,2.8,10000,0,1031.7
TXN-101181,2024-02-19 05:00:00,USA,Home & Kitchen,529.04,14,0.1,160.04,3.6,15000,0,7288.63
TXN-101182,2024-02-19 06:00:00,Germany,Home & Kitchen,94.36,6,0.04,68.14,2.7,15000,0,1064.17
TXN-101183,2024-02-19 07:00:00,Japan,Apparel,808.7,7,0.08,1888.2,2.8,2500,0,6376.59
TXN-101184,2024-02-19 08:00:00,USA,Books,833.65,13,0.02,57.22,4.9,2500,0,10990.85
TXN-101185,2024-02-19 09:00:00,Japan,Apparel,470.46,9,0.18,1668.0,4.2,10000,0,4600.24
TXN-101186,2024-02-19 10:00:00,Germany,Books,808.31,12,0.04,932.5,4.6,15000,0,10157.22
TXN-101187,2024-02-19 11:00:00,USA,Automotive,164.84,3,0.23,1265.63,4.1,25000,0,1746.59
TXN-101188,2024-02-19 12:00:00,USA,Apparel,36.23,2,0.07,294.85,3.5,2500,0,457.64
TXN-101189,2024-02-19 13:00:00,France,Apparel,47.91,5,0.24,159.83,2.6,25000,0,934.97
TXN-101190,2024-02-19 14:00:00,USA,Apparel,505.57,13,0.06,516.29,4.9,25000,0,7176.76
TXN-101191,2024-02-19 15:00:00,Germany,Health & Beauty,66.47,10,0.22,725.95,2.7,15000,0,1361.55
TXN-101192,2024-02-19 16:00:00,USA,Apparel,815.39,1,0.1,120.13,4.0,10000,0,1046.01
TXN-101193,2024-02-19 17:00:00,Germany,Electronics,133.51,13,0.17,848.81,2.8,25000,0,2351.43
TXN-101194,2024-02-19 18:00:00,USA,Electronics,269.44,6,0.01,166.97,3.2,10000,0,1949.87
TXN-101195,2024-02-19 19:00:00,Canada,Books,701.8,9,0.15,388.32,3.0,2500,0,5757.64
TXN-101196,2024-02-19 20:00:00,Australia,Automotive,197.65,10,0.04,1020.65,3.9,15000,0,2795.65
TXN-101197,2024-02-19 21:00:00,Australia,Health & Beauty,217.88,9,0.15,157.48,4.7,5000,0,2139.41
TXN-101198,2024-02-19 22:00:00,France,Books,551.33,7,0.04,188.46,4.1,15000,0,4272.91
TXN-101199,2024-02-19 23:00:00,USA,Electronics,245.53,14,0.13,82.41,4.2,5000,0,3502.14
TXN-101200,2024-02-20 00:00:00,France,Health & Beauty,196.57,11,0.03,129.27,4.8,2500,0,2558.67
TXN-101201,2024-02-20 01:00:00,USA,Health & Beauty,227.24,7,0.07,129.22,4.4,10000,0,1946.61
TXN-101202,2024-02-20 02:00:00,USA,Automotive,424.69,8,0.18,163.72,4.7,2500,0,3012.48
TXN-101203,2024-02-20 03:00:00,USA,Health & Beauty,821.69,10,0.29,218.58,3.5,15000,0,6444.98
TXN-101204,2024-02-20 04:00:00,UK,Apparel,709.92,14,0.13,893.65,4.7,5000,0,9271.4
TXN-101205,2024-02-20 05:00:00,France,Health & Beauty,252.65,2,0.21,1287.07,4.1,5000,0,1184.91
TXN-101206,2024-02-20 06:00:00,Germany,Automotive,318.42,14,0.16,310.67,2.8,15000,1,4528.9
TXN-101207,2024-02-20 07:00:00,UK,Books,402.87,6,0.15,118.6,2.6,15000,0,2491.97
TXN-101208,2024-02-20 08:00:00,USA,Automotive,832.41,5,0.02,176.68,3.1,2500,0,4392.03
TXN-101209,2024-02-20 09:00:00,Australia,Automotive,158.95,5,0.04,716.29,3.4,25000,0,1764.48
TXN-101210,2024-02-20 10:00:00,UK,Electronics,313.5,13,0.26,615.71,4.6,5000,0,3519.2
TXN-101211,2024-02-20 11:00:00,UK,Apparel,624.07,3,0.12,1758.77,4.4,15000,0,2913.33
TXN-101212,2024-02-20 12:00:00,USA,Electronics,819.89,3,0.18,57.3,4.9,2500,0,2204.43
TXN-101213,2024-02-20 13:00:00,France,Books,144.99,6,0.16,744.67,3.9,25000,1,2023.5
TXN-101214,2024-02-20 14:00:00,Germany,Home & Kitchen,204.86,12,0.11,402.4,4.4,10000,1,2868.17
TXN-101215,2024-02-20 15:00:00,USA,Books,203.46,10,0.12,1214.94,3.2,15000,0,2762.39
TXN-101216,2024-02-20 16:00:00,USA,Apparel,32.48,13,0.17,479.21,4.2,25000,1,1453.42
TXN-101217,2024-02-20 17:00:00,Germany,Health & Beauty,519.44,10,0.04,345.9,4.3,10000,0,5579.42
TXN-101218,2024-02-20 18:00:00,Germany,Automotive,575.04,7,0.12,598.08,4.6,10000,0,4153.67
TXN-101219,2024-02-20 19:00:00,USA,Home & Kitchen,518.11,14,0.13,946.45,3.8,2500,0,6889.48
TXN-101220,2024-02-20 20:00:00,Australia,Apparel,74.55,1,0.3,215.99,4.1,5000,0,465.59
TXN-101221,2024-02-20 21:00:00,USA,Electronics,72.81,14,0.11,106.88,3.0,15000,0,1426.28
TXN-101222,2024-02-20 22:00:00,UK,Automotive,190.67,3,0.19,333.71,4.3,25000,0,1223.29
TXN-101223,2024-02-20 23:00:00,Japan,Books,257.4,12,0.04,170.73,4.6,10000,1,3746.18
TXN-101224,2024-02-21 00:00:00,UK,Electronics,671.76,1,0.02,330.66,4.0,5000,0,1283.66
TXN-101225,2024-02-21 01:00:00,Germany,Apparel,148.09,10,0.26,2407.95,2.8,10000,0,2467.72
TXN-101226,2024-02-21 02:00:00,UK,Apparel,51.82,3,0.22,,3.3,15000,0,686.04
TXN-101227,2024-02-21 03:00:00,USA,Books,343.98,5,0.1,641.43,3.7,15000,0,2307.49
TXN-101228,2024-02-21 04:00:00,Australia,Home & Kitchen,362.69,9,0.15,616.49,4.2,2500,0,3180.46
TXN-101229,2024-02-21 05:00:00,UK,Books,391.51,3,0.04,909.35,3.3,15000,0,1964.56
TXN-101230,2024-02-21 06:00:00,Japan,Health & Beauty,705.46,10,0.21,1492.35,4.6,15000,0,6711.29
TXN-101231,2024-02-21 07:00:00,USA,Electronics,96.83,14,0.02,587.67,3.4,15000,0,2101.34
TXN-101232,2024-02-21 08:00:00,USA,Home & Kitchen,602.79,10,0.23,373.22,2.6,5000,0,4885.93
TXN-101233,2024-02-21 09:00:00,USA,Automotive,297.18,9,0.16,241.24,4.5,25000,1,3181.43
TXN-101234,2024-02-21 10:00:00,Germany,Health & Beauty,273.83,1,0.08,273.36,4.1,25000,0,1089.98
TXN-101235,2024-02-21 11:00:00,UK,Home & Kitchen,793.67,6,0.26,253.59,4.5,15000,0,4183.91
TXN-101236,2024-02-21 12:00:00,Canada,Electronics,222.47,9,0.3,246.13,3.4,25000,0,1993.55
TXN-101237,2024-02-21 13:00:00,UK,Apparel,551.51,12,0.08,643.11,2.5,15000,0,6912.24
TXN-101238,2024-02-21 14:00:00,Australia,Automotive,244.73,5,0.24,493.01,2.7,25000,0,1843.38
TXN-101239,2024-02-21 15:00:00,USA,Books,438.47,11,0.23,162.82,2.8,25000,0,4359.39
TXN-101240,2024-02-21 16:00:00,Canada,Electronics,671.55,14,0.22,1797.08,4.5,10000,0,8552.16
TXN-101241,2024-02-21 17:00:00,France,Health & Beauty,751.24,10,0.29,329.07,3.3,5000,0,5572.72
TXN-101242,2024-02-21 18:00:00,France,Health & Beauty,715.31,2,0.15,467.45,5.0,10000,0,1907.72
TXN-101243,2024-02-21 19:00:00,Canada,Apparel,501.12,5,0.2,656.34,4.4,10000,0,2630.13
TXN-101244,2024-02-21 20:00:00,France,Apparel,222.76,1,0.25,525.54,4.0,25000,0,1055.09
TXN-101245,2024-02-21 21:00:00,Germany,Automotive,567.13,9,0.14,236.29,5.0,2500,0,4762.13
TXN-101246,2024-02-21 22:00:00,USA,Books,607.77,10,0.14,849.02,3.3,2500,1,6154.04
TXN-101247,2024-02-21 23:00:00,USA,Automotive,23.93,13,0.1,108.35,2.9,5000,0,596.62
TXN-101248,2024-02-22 00:00:00,Japan,Apparel,381.74,10,0.23,470.82,4.3,15000,0,3616.0
TXN-101249,2024-02-22 01:00:00,Germany,Apparel,719.12,9,0.21,209.63,3.2,25000,0,5804.14
TXN-101250,2024-02-22 02:00:00,France,Health & Beauty,423.81,6,0.14,528.25,4.9,5000,0,2763.11
TXN-101251,2024-02-22 03:00:00,UK,Apparel,275.0,11,0.13,172.95,5.0,10000,0,3127.74
TXN-101252,2024-02-22 04:00:00,USA,Home & Kitchen,742.95,9,0.02,789.64,4.8,25000,0,7604.81
TXN-101253,2024-02-22 05:00:00,USA,Electronics,145.16,14,0.0,179.09,4.9,10000,0,2533.81
TXN-101254,2024-02-22 06:00:00,Germany,Apparel,187.38,3,0.16,1155.42,4.0,5000,0,1250.5
TXN-101255,2024-02-22 07:00:00,UK,Automotive,588.96,4,0.13,1038.64,4.2,2500,0,2630.75
TXN-101256,2024-02-22 08:00:00,USA,Books,309.28,13,0.24,275.02,2.7,5000,0,3396.34
TXN-101257,2024-02-22 09:00:00,UK,Books,610.37,6,0.16,293.73,4.4,25000,0,3904.7
TXN-101258,2024-02-22 10:00:00,USA,Books,146.68,4,0.28,654.5,3.0,25000,1,1612.61
TXN-101259,2024-02-22 11:00:00,Germany,Home & Kitchen,225.64,1,0.06,97.36,4.6,15000,0,682.64
TXN-101260,2024-02-22 12:00:00,USA,Automotive,145.8,7,0.3,92.19,4.9,2500,0,962.41
TXN-101261,2024-02-22 13:00:00,France,Home & Kitchen,810.68,5,0.09,123.28,3.0,25000,1,4760.21
TXN-101262,2024-02-22 14:00:00,USA,Apparel,353.51,14,0.19,463.31,2.7,2500,0,4329.54
TXN-101263,2024-02-22 15:00:00,UK,Electronics,296.58,8,0.15,130.67,3.7,25000,0,2782.78
TXN-101264,2024-02-22 16:00:00,USA,Books,26.86,9,0.11,212.6,4.5,2500,0,499.57
TXN-101265,2024-02-22 17:00:00,USA,Automotive,143.1,5,0.04,570.52,4.4,5000,1,1340.33
TXN-101266,2024-02-22 18:00:00,UK,Books,366.65,8,0.04,57.87,4.2,2500,0,3072.6
TXN-101267,2024-02-22 19:00:00,UK,Home & Kitchen,72.2,13,0.21,149.37,4.6,10000,0,1264.73
TXN-101268,2024-02-22 20:00:00,Germany,Health & Beauty,441.47,1,0.11,1379.13,2.9,5000,1,1467.32
TXN-101269,2024-02-22 21:00:00,USA,Apparel,394.94,1,0.29,594.69,4.1,25000,0,1072.82
TXN-101270,2024-02-22 22:00:00,Germany,Electronics,655.59,7,0.1,232.32,4.0,25000,0,4736.1
TXN-101271,2024-02-22 23:00:00,Canada,Apparel,565.94,6,0.3,73.18,2.9,15000,1,3182.67
TXN-101272,2024-02-23 00:00:00,France,Health & Beauty,387.37,5,0.06,491.0,3.5,10000,0,2397.95
TXN-101273,2024-02-23 01:00:00,USA,Electronics,202.59,14,0.03,176.07,4.6,15000,0,3385.98
TXN-101274,2024-02-23 02:00:00,UK,Health & Beauty,621.93,5,0.09,1661.64,4.9,5000,1,4166.55
TXN-101275,2024-02-23 03:00:00,USA,Apparel,606.06,14,0.27,630.71,4.2,15000,0,6874.72
TXN-101276,2024-02-23 04:00:00,USA,Home & Kitchen,143.0,9,0.16,1877.22,4.8,5000,0,2221.36
TXN-101277,2024-02-23 05:00:00,Australia,Apparel,778.82,1,0.04,994.9,2.8,15000,0,1485.61
TXN-101278,2024-02-23 06:00:00,USA,Apparel,68.78,8,0.06,379.88,4.9,2500,0,1034.34
TXN-101279,2024-02-23 07:00:00,UK,,60.96,2,0.09,603.67,2.6,5000,0,625.14
TXN-101280,2024-02-23 08:00:00,Germany,Automotive,171.44,7,0.18,885.94,3.8,5000,0,1712.99
TXN-101281,2024-02-23 09:00:00,France,Health & Beauty,774.4,6,0.1,481.59,3.2,2500,0,4695.73
TXN-101282,2024-02-23 10:00:00,Germany,Health & Beauty,449.2,10,0.22,81.73,4.5,2500,0,3764.53
TXN-101283,2024-02-23 11:00:00,USA,Books,672.93,2,0.18,367.86,3.0,10000,0,1544.83
TXN-101284,2024-02-23 12:00:00,USA,Health & Beauty,205.25,12,0.26,119.96,2.5,2500,0,2030.63
TXN-101285,2024-02-23 13:00:00,UK,Books,424.34,13,0.15,677.36,,15000,1,5802.68
TXN-101286,2024-02-23 14:00:00,USA,Automotive,314.17,3,0.1,620.7,2.7,2500,0,1173.77
TXN-101287,2024-02-23 15:00:00,UK,Home & Kitchen,706.24,4,0.3,2524.41,3.2,2500,0,3309.11
TXN-101288,2024-02-23 16:00:00,USA,Books,33.87,7,0.11,545.52,4.1,5000,0,805.39
TXN-101289,2024-02-23 17:00:00,USA,Apparel,218.61,8,0.13,855.06,3.2,5000,0,2174.94
TXN-101290,2024-02-23 18:00:00,UK,Home & Kitchen,142.4,13,0.24,206.18,3.1,2500,0,1775.04
TXN-101291,2024-02-23 19:00:00,USA,Automotive,732.42,11,0.03,257.78,2.9,10000,0,8138.62
TXN-101292,2024-02-23 20:00:00,Germany,Health & Beauty,405.4,2,0.12,1294.6,2.8,5000,0,1609.06
TXN-101293,2024-02-23 21:00:00,Germany,Books,352.52,8,0.03,753.64,3.8,15000,0,3495.76
TXN-101294,2024-02-23 22:00:00,Canada,Apparel,390.32,11,0.04,582.5,4.2,15000,0,4705.29
TXN-101295,2024-02-23 23:00:00,USA,Electronics,826.56,9,0.0,196.53,3.6,2500,0,7713.33
TXN-101296,2024-02-24 00:00:00,USA,Electronics,724.97,7,0.0,649.62,2.8,2500,0,5476.01
TXN-101297,2024-02-24 01:00:00,USA,Home & Kitchen,604.82,1,0.11,1139.14,4.1,10000,0,1422.28
TXN-101298,2024-02-24 02:00:00,Germany,Health & Beauty,257.55,6,0.24,181.2,3.9,2500,0,1359.87
TXN-101299,2024-02-24 03:00:00,France,Electronics,152.92,8,0.18,,3.5,25000,0,1948.83
TXN-101300,2024-02-24 04:00:00,USA,Home & Kitchen,784.4,5,0.19,300.19,3.3,25000,0,3914.41
TXN-101301,2024-02-24 05:00:00,Japan,Automotive,368.27,12,0.16,113.22,3.0,2500,0,4107.14
TXN-101302,2024-02-24 06:00:00,USA,Home & Kitchen,247.76,2,0.25,770.82,2.9,25000,0,1362.91
TXN-101303,2024-02-24 07:00:00,UK,Home & Kitchen,408.22,5,0.26,141.44,3.3,15000,0,2040.82
TXN-101304,2024-02-24 08:00:00,France,Home & Kitchen,781.4,8,0.25,195.78,2.6,2500,0,4925.25
TXN-101305,2024-02-24 09:00:00,Canada,Apparel,338.2,2,0.24,813.8,3.6,15000,0,1442.08
TXN-101306,2024-02-24 10:00:00,France,Home & Kitchen,484.81,1,0.05,727.66,4.0,15000,0,1306.84
TXN-101307,2024-02-24 11:00:00,Canada,Books,685.48,4,0.18,196.64,4.9,25000,0,3178.41
TXN-101308,2024-02-24 12:00:00,USA,Home & Kitchen,371.66,4,0.17,1464.81,4.1,10000,0,2361.92
TXN-101309,2024-02-24 13:00:00,Canada,Apparel,210.01,9,0.16,171.22,4.1,15000,0,2118.41
TXN-101310,2024-02-24 14:00:00,USA,Apparel,845.43,3,0.14,2577.47,3.4,25000,0,4052.44
TXN-101311,2024-02-24 15:00:00,Japan,Automotive,813.74,4,0.03,719.51,2.8,10000,0,3872.22
TXN-101312,2024-02-24 16:00:00,UK,Health & Beauty,719.31,3,0.03,299.21,3.6,25000,0,2965.41
TXN-101313,2024-02-24 17:00:00,Canada,Electronics,589.79,2,0.27,119.83,4.0,25000,1,1877.13
